URL,Description
https://github.com/jjsantos01/qgis_mcp,"QGISMCP connects QGIS to Claude AI through the Model Context Protocol (MCP), allowing Claude to directly interact with and control QGIS. This integration enables prompt assisted project creation, layer loading, code execution and more. This project is strongly based on the BlenderMCP project by Siddharth Ahuja The system consists of two main components:"
https://github.com/GongRzhe/Quickchart-MCP-Server,  A Model Context Protocol server for generating charts using QuickChart.io
https://github.com/66julienmartin/MCP-server-Qwen_Max,A Model Context Protocol (MCP) server implementation for the Qwen Max language model.  
https://github.com/kenliao94/mcp-server-rabbitmq, A Model Context Protocol server implementation for RabbitMQ. Enabling MCP client to interact with queues and topics hosted in a RabbitMQ instance. To install RabbitMQ MCP Server for Claude Desktop automatically via Smithery:
https://github.com/apify/mcp-server-rag-web-browser,"Implementation of an MCP server for the RAG Web Browser Actor.
This Actor serves as a web browser for large language models (LLMs) and RAG pipelines, similar to a web search in ChatGPT.  This server is specifically designed to provide fast responses to AI agents and LLMs, allowing them to interact with the web and extract information from web pages.
It runs locally and communicates with the RAG Web Browser Actor in Standby mode,
sending search queries and receiving extracted web content in re..."
https://github.com/dschuler36/reaper-mcp-server,"This is a simple MCP server that connects a Reaper project to an MCP client like Claude Desktop and enables you to ask questions about the project. These tools work in tandem. When you ask Claude a question about a specific Reaper project, it will use the find_reaper_projects tool to find the project, then use the parse_reaper_project tool to parse the project and answer your question. To see all data that is parsed from the project, check out the src/domains/reaper_dataclasses.py file. Insta..."
https://github.com/GongRzhe/REDIS-MCP-Server, A Redis Model Context Protocol (MCP) server implementation for interacting with Redis databases. This server enables LLMs to interact with Redis key-value stores through a set of standardized tools. 62 Redis MCP tools in https://github.com/GongRzhe/REDIS-MCP-Server/tree/redis-plus
https://github.com/prajwalnayak7/mcp-server-redis,"The structure is as follows: To use this server, you'll need to: Install the required dependencies:"
https://github.com/skydeckai/mcp-server-rememberizer," A Model Context Protocol server for interacting with Rememberizer's document and knowledge management API. This server enables Large Language Models to search, retrieve, and manage documents and integrations through Rememberizer. Please note that mcp-server-rememberizer is currently in development and the functionality may be subject to change."
https://github.com/deepfates/mcp-replicate,A Model Context Protocol server implementation for Replicate. Run Replicate models through a simple tool-based interface. Get your Replicate API token: Configure Claude Desktop:
https://github.com/xxxbrian/mcp-rquest," A Model Context Protocol (MCP) server that provides advanced HTTP request capabilities for Claude and other LLMs. Built on rquest, this server enables realistic browser emulation with accurate TLS/JA3/JA4 fingerprints, allowing models to interact with websites more naturally and bypass common anti-bot measures. It also supports converting PDF and HTML documents to Markdown for easier processing by LLMs. HTTP Request Tools:"
https://github.com/r-huijts/rijksmuseum-mcp," A Model Context Protocol (MCP) server that provides access to the Rijksmuseum's collection through natural language interactions. This server enables AI models to explore, analyze, and interact with artworks and collections from the Rijksmuseum. "
https://github.com/smn2gnt/MCP-Salesforce,"A Model Context Protocol (MCP) server implementation for Salesforce integration, allowing LLMs to interact with Salesforce data through SOQL queries and SOSL searches. To use this server with the Model Context Protocol, you need to configure it in your claude_desktop_config.json file. Add the following entry to the mcpServers section: Replace YOUR_SALESFORCE_USERNAME, YOUR_SALESFORCE_PASSWORD, and YOUR_SALESFORCE_SECURITY_TOKEN with your Salesforce credentials."
https://github.com/adityak74/mcp-scholarly, A MCP server to search for accurate academic articles. More scholarly vendors will be added soon. 
https://github.com/cyberchitta/scrapling-fetch-mcp," An MCP server that helps AI assistants access text content from websites that implement bot detection, bridging the gap between what you can see in your browser and what the AI can access. This tool is optimized for low-volume retrieval of documentation and reference materials (text/HTML only) from websites that implement bot detection. It has not been designed or tested for general-purpose site scraping or data harvesting."
https://github.com/ihor-sokoliuk/mcp-searxng,"An MCP server implementation that integrates the SearxNG API, providing web search capabilities.  "
https://github.com/osomai/servicenow-mcp,"A Model Completion Protocol (MCP) server implementation for ServiceNow, allowing Claude to interact with ServiceNow instances. This project implements an MCP server that enables Claude to connect to ServiceNow instances, retrieve data, and perform actions through the ServiceNow API. It serves as a bridge between Claude and ServiceNow, allowing for seamless integration. Clone this repository:"
https://github.com/GeLi2001/shopify-mcp,"(please leave a star if you like!) MCP Server for Shopify API, enabling interaction with store data through GraphQL API. This server provides tools for managing products, customers, orders, and more. To use this MCP server, you'll need to create a custom app in your Shopify store:"
https://github.com/dvcrn/mcp-server-siri-shortcuts,"This MCP server provides access to Siri shortcuts functionality via the Model Context Protocol (MCP). It allows listing, opening, and running shortcuts from the macOS Shortcuts app.  list_shortcuts"
https://github.com/isaacwasserman/mcp-snowflake-server, A Model Context Protocol (MCP) server implementation that provides database interaction with Snowflake. This server enables running SQL queries with tools and intereacting with a memo of data insights presented as a resource. The server exposes a single dynamic resource:
https://github.com/sendaifun/solana-agent-kit/tree/main/examples/agent-kit-mcp-server,A Solana Agent Kit implementation using the Model Context Protocol (MCP) for handling protocol operations on the Solana blockchain. For MacOS: For Windows:
https://github.com/varunneal/spotify-mcp,"MCP project to connect Claude with Spotify. Built on top of spotipy-dev's API. Make sure to turn on audio Create an account on developer.spotify.com. Navigate to the dashboard.
Create an app with redirect_uri as http://localhost:8888. (You can choose any port you want but you must use http and localhost).
I set ""APIs used"" to ""Web Playback SDK""."
https://github.com/Boston343/starwind-ui-mcp/,"A TypeScript implementation of a Model Context Protocol (MCP) server for Starwind UI, providing tools to help developers work with Starwind UI components. Instructions to set up your IDE to use a local MCP server vary by IDE. Here is an example for Windsurf: Detailed instructions:"
https://github.com/atharvagupta2003/mcp-stripe," A Model Context Protocol (MCP) server implementation that integrates with Stripe for handling payments, customers, and refunds. This server provides a structured API to manage financial transactions securely. "
https://github.com/Laksh-star/mcp-server-tmdb,"This MCP server integrates with The Movie Database (TMDB) API to provide movie information, search capabilities, and recommendations.  Before installing and running the TMDB MCP server, ensure you have the following prerequisites installed and configured:"
https://github.com/RamXX/mcp-tavily,"A Model Context Protocol server that provides AI-powered web search capabilities using Tavily's search API. This server enables LLMs to perform sophisticated web searches, get direct answers to questions, and search recent news articles with AI-extracted relevant content. tavily_web_search - Performs comprehensive web searches with AI-powered content extraction. tavily_answer_search - Performs web searches and generates direct answers with supporting evidence."
https://github.com/chigwell/telegram-mcp," A Telegram MCP (Model Context Protocol) server built using Python, Telethon, and MCP Python SDK. This MCP server provides simple tools for interacting with Telegram chats directly through MCP-compatible hosts, such as Claude for Desktop. Copy and rename .env.example to .env and fill it with your Telegram credentials obtained from https://my.telegram.org/apps:"
https://github.com/GongRzhe/terminal-controller-mcp,"A Model Context Protocol (MCP) server that enables secure terminal command execution, directory navigation, and file system operations through a standardized interface.  Install the package directly from PyPI:"
https://github.com/GeLi2001/tft-mcp-server,This is a Model Context Protocol (MCP) server for Team Fight Tactics (TFT) that provides access to TFT game data through various tools. Location: ~/Library/Application Support/Claude/claude_desktop_config.json Location: %APPDATA%/Claude/claude_desktop_config.json
https://github.com/delorenj/mcp-server-ticketmaster,"A Model Context Protocol server that provides tools for discovering events, venues, and attractions through the Ticketmaster Discovery API. The server requires a Ticketmaster API key. You can get one by: Set your API key in your MCP settings file:"
https://github.com/abhiz123/todoist-mcp-server," An MCP (Model Context Protocol) server implementation that integrates Claude with Todoist, enabling natural language task management. This server allows Claude to interact with your Todoist tasks using everyday language. To install Todoist MCP Server for Claude Desktop automatically via Smithery:"
https://github.com/suhail-ak-s/mcp-typesense-server," A Model Context Protocol (MCP) server implementation that provides AI models with access to Typesense search capabilities. This server enables LLMs to discover, search, and analyze data stored in Typesense collections. "
https://github.com/GongRzhe/TRAVEL-PLANNER-MCP-Server," A Travel Planner Model Context Protocol (MCP) server implementation for interacting with Google Maps and travel planning services. This server enables LLMs to perform travel-related tasks such as location search, place details lookup, and travel time calculations. To install Travel Planner for Claude Desktop automatically via Smithery:"
https://github.com/ognis1205/mcp-server-unitycatalog, A Model Context Protocol server for Unity Catalog. This server provides Unity Catalog Functions as MCP tools. You can use all Unity Catalog Functions registered in Unity Catalog alongside the following predefined Unity Catalog AI tools:
https://github.com/CoderGamester/mcp-unity,"  MCP Unity is an implementation of the Model Context Protocol for Unity Editor, allowing AI assistants to interact with your Unity projects. This package provides a bridge between Unity and a Node.js server that implements the MCP protocol, enabling AI agents like Claude, Windsurf, and Cursor to execute operations within the Unity Editor."
https://github.com/quazaai/UnityMCPIntegration,"  This package provides a seamless integration between Model Context Protocol (MCP) and Unity Editor, allowing AI assistants to understand and interact with your Unity projects in real-time. With this integration, AI assistants can access information about your scene hierarchy, project settings, and execute code directly in the Unity Editor context."
https://github.com/isaacwasserman/mcp-vegalite-server,A Model Context Protocol (MCP) server implementation that provides the LLM an interface for visualizing data using Vega-Lite syntax. The server offers two core tools:
https://github.com/burningion/video-editing-mcp," Upload, edit, search, and generate videos from everyone's favorite LLM and Video Jungle. You'll need to sign up for an account at Video Jungle in order to use this tool, and add your API key."
https://github.com/mfukushim/map-traveler-mcp,"English / Japanese This is an MCP server that creates an environment for an avatar to virtually travel on Google Maps. From an MCP client such as Claude Desktop, you can give instructions to the avatar and report on the progress of its journey with photos."
https://github.com/dinghuazhou/sample-mcp-server-tos,"An MCP server implementation for retrieving data from TOS. Expose volcengine TOS Data through Resources. (think of these sort of like GET endpoints; they are used to load information into the LLM's context). Currently only PDF documents supported and limited to 1000 objects. On MacOS: ~/Library/Application\ Support/Claude/claude_desktop_config.json
On Windows: %APPDATA%/Claude/claude_desktop_config.json"
https://github.com/kapilduraphe/webflow-mcp-server," This MCP server enables Claude to interact with Webflow's APIs. Alternatively, you can also generate an OAuth Access Token."
https://github.com/kukapay/whale-tracker-mcp,"A Model Context Protocol (MCP) server for tracking cryptocurrency whale transactions using the Whale Alert API  The whale-tracker-mcp server is a Python-based implementation of the Model Context Protocol (MCP) that integrates with the Whale Alert API. It enables real-time tracking and analysis of large cryptocurrency transactions (""whale"" movements) by exposing tools, resources, and prompts to MCP-compatible clients like Claude Desktop."
https://github.com/bharathvaj-ganesan/whois-mcp,Model Context Protocol server for whois lookups. Cursor IDE Demo Claude Desktop Demo
https://github.com/zzaebok/mcp-wikidata,"A server implementation for Wikidata API using the Model Context Protocol (MCP).
This project provides tools to interact with Wikidata, such as searching identifiers (entity and property), extracting metadata (label and description) and executing sparql query. Install uv if it is not installed yet. Then, install dependencies."
https://github.com/wildfly-extras/wildfly-mcp,This project aims to define tooling allowing WildFly users to benefenit from the Generative AI capabilities when monitoring and managing WildFly servers. WildFly MCP Server: A WildFly MCP server to integrate with your AI chatbot in order to interact with WildFly server using natural language. WildFly Chat Bot: A WildFly Chat Bot to interact with WildFly servers. This AI chatbot allows to also integrate MCP servers (STDIO and SSE protocol).
https://github.com/SimonB97/win-cli-mcp-server," MCP server for secure command-line interactions on Windows systems, enabling controlled access to PowerShell, CMD, Git Bash shells, and remote systems via SSH. It allows MCP clients (like Claude Desktop) to perform operations on your system, similar to Open Interpreter. Important"
https://github.com/anshumax/world_bank_mcp_server, A Model Context Protocol (MCP) server that enables interaction with the open World Bank data API. This server allows AI assistants to list indicators and analyse those indicators for the countries that are available with the World Bank. Add this to your claude_desktop_config.json:
https://github.com/EnesCinr/twitter-mcp," This MCP server allows Clients to interact with Twitter, enabling posting tweets and searching Twitter. Create a Twitter Developer account and get your API keys from Twitter Developer Portal"
https://github.com/vidhupv/x-mcp," An MCP server to create, manage and publish X/Twitter posts directly through Claude chat. To install X(Twitter) MCP Server for Claude Desktop automatically via Smithery:"
https://github.com/john-zhang-dev/xero-mcp, This MCP server allows Clients to interact with Xero Accounting Software. Make sure node and Claude Desktop are installed.
https://github.com/XGenerationLab/xiyan_mcp_server," A Model Context Protocol (MCP) server that enables natural language queries to databases
powered by XiYan-SQL, SOTA of text-to-sql on open benchmarks 💻 XiYan-mcp-server | 
🌐 XiYan-SQL |
📖  Arxiv | 
📄 PapersWithCode
💻 HuggingFace |
🤖 ModelScope |
🌕 析言GBI











English |  中文 
Ding Group钉钉群｜ 
Follow me on Weibo"
https://github.com/apeyroux/mcp-xmind," A Model Context Protocol server for analyzing and querying XMind mind maps. This tool provides powerful capabilities for searching, extracting, and analyzing content from XMind files. To install XMind Server for Claude Desktop automatically via Smithery:"
https://github.com/ZubeidHendricks/youtube-mcp-server," A Model Context Protocol (MCP) server implementation for YouTube, enabling AI language models to interact with YouTube content through a standardized interface. To install YouTube MCP Server for Claude Desktop automatically via Smithery:"
https://github.com/zcaceres/easy-mcp/, EasyMCP is usable but in beta. Please report any issues you encounter. EasyMCP is the simplest way to create Model Context Protocol (MCP) servers in TypeScript.
https://github.com/tadata-org/fastapi_mcp, A zero-configuration tool for automatically exposing FastAPI endpoints as Model Context Protocol (MCP) tools. 
https://github.com/punkpeye/fastmcp,"A TypeScript framework for building MCP servers capable of handling client sessions. Note For a Python implementation, see FastMCP."
https://github.com/alibaba/higress/tree/main/plugins/wasm-go/mcp-servers,"Higress, as an Envoy-based API gateway, supports hosting MCP Servers through its plugin mechanism. MCP (Model Context Protocol) is essentially an AI-friendly API that enables AI Agents to more easily call various tools and services. Higress provides unified capabilities for authentication, authorization, rate limiting, and observability for tool calls, simplifying the development and deployment of AI applications.  By hosting MCP Servers with Higress, you can achieve:"
https://github.com/quarkiverse/quarkus-mcp-server,"  ""Model Context Protocol (MCP) is an open protocol that enables seamless integration between LLM applications and external data sources and tools."""
https://github.com/mcpdotdirect/template-mcp-server, A CLI tool to quickly get started building your very own MCP (Model Context Protocol) server using FastMCP The template includes:
https://github.com/marimo-team/codemirror-mcp,A CodeMirror extension that implements the Model Context Protocol (MCP) for resource mentions and prompt commands. This module requires the following peer dependencies: MIT
https://github.com/badkk/awesome-crypto-mcp-servers,A curated list of awesome Model Context Protocol (MCP) servers - Crypto Edition 🔒 Crafted by Magnet Labs with our vibrant AI & Crypto community
https://github.com/appcypher/awesome-mcp-servers,"A curated list of awesome Model Context Protocol (MCP) servers. MCP is an open protocol that enables AI models to securely interact with local and remote resources through standardized server implementations. This list focuses on production-ready and experimental MCP servers that extend AI capabilities through file access, database connections, API integrations, and other contextual services.  "
https://github.com/punkpeye/awesome-mcp-servers," A curated list of awesome Model Context Protocol (MCP) servers. MCP is an open protocol that enables AI models to securely interact with local and remote resources through standardized server implementations. This list focuses on production-ready and experimental MCP servers that extend AI capabilities through file access, database connections, API integrations, and other contextual services."
https://github.com/wong2/awesome-mcp-servers,A list of Model Context Protocol (MCP) servers curated by ChatHub These servers aim to demonstrate MCP features and the TypeScript and Python SDKs. Official integrations are maintained by companies building production ready MCP servers for their platforms.
https://github.com/mcpx-dev/mcp-badges,"Quickly highlight your MCP project with clear, eye-catching badges There are four types of badges: default, server, client, and dev. The default type supports the status parameter, while both server and client types support the features parameter. "
https://github.com/apappascs/mcp-servers-hub,"Discover the most comprehensive and up-to-date collection of MCP servers in the market.
This repository serves as a centralized hub, offering an extensive catalog of open-source and proprietary MCP servers, complete with features, documentation links, and contributors. Explore the MCP Servers Hub directly on our webpage, which is synced with this repository for the latest updates. The webpage offers a more interactive way to browse the collection of MCP servers, complete with search and sorti..."
https://github.com/wong2/mcp-cli,A CLI inspector for the Model Context Protocol This will use the config file of Claude Desktop. The config file has the same format as the Claude Desktop config file.
https://github.com/eqtylab/mcp-guardian,"mcp-guardian.org MCP Guardian manages your LLM assistant's access to MCP servers, handing you realtime control of your LLM's activity. 📜 Message Logging - See traces for all of an LLM's MCP server activity"
https://github.com/zueai/mcp-manager,"A desktop application to manage Model Context Protocol (MCP) servers for the Claude Desktop app on MacOS. Just follow the instructions and paste a few commands to give your Claude app instant superpowers.  The Model Context Protocol (MCP) enables Claude to access private data, APIs, and other services to answer questions and perform actions on your behalf. Learn more about MCP at:"
https://github.com/Jeamee/MCPHub-Desktop,"MCPHub Desktop is Model Context Protocol (MCP) servers installer, manager, directory. It's a GUI. It support install node, uv dependencies with one click, and install/uninstall with one click. For those env variable need servers, you can set them value with ease. This project is aim to enable non-developer to use MCP Servers without any CLI experiences. You can share MCPHub for your friends now! And welcome to provide feature suggestion by submit issues! Create PR for MCPHub Servers Repo"
https://github.com/chatmcp/mcp-directory,a directory for Awesome MCP Servers. live preview: https://mcp.so 
